                                       1                                        2                                        3                                        4                                        5                                        6                                        7                                        8                                        9                                       10                                       11                                       12                                       13                                       14                                       15                                       16                                       17                                       18                                       19                                       20                                       21                                       22                                       23                                       24                                       25                                       26                                       27                                       28                                       29                                       30                                       31                                       32                                       33                                       34                                       35                                       36                                       37                                       38                                       39                                       40                                       41                                       42                                       43                                       44                                       45                                       46                                       47                                       48                                       49 
                            model_number                                num_zones                             initial_mass                                initial_z                                 star_age                                time_step                                 M_center                                 R_center                                 L_center                                     Teff                            photosphere_L                            photosphere_r                               center_eta                                center_h1                               center_he3                               center_he4                               center_c12                               center_n14                               center_o16                              center_ne20                                star_mass                                star_mdot                             star_mass_h1                            star_mass_he3                            star_mass_he4                            star_mass_c12                            star_mass_n14                            star_mass_o16                           star_mass_ne20                             he_core_mass                              c_core_mass                              o_core_mass                             si_core_mass                             fe_core_mass                   neutron_rich_core_mass                               tau10_mass                             tau10_radius                              tau100_mass                            tau100_radius                             dynamic_time                             kh_timescale                            nuc_timescale                           power_nuc_burn                             power_h_burn                            power_he_burn                                power_neu                                burn_min1                                burn_min2                             time_seconds 
                                     450                                      870                  1.0000000000000000E+000                  2.0000000000000000E-002                  3.9709098402828979E+009                  2.0846387592158955E+008                  7.1716799999999925E+028                  1.2460005226758068E+009                  3.5858400000000000E+021                  3.7481947010385184E+001                  1.6341590794626182E-012                  3.0357200384860665E-002                  1.3791527997909496E+000                  7.3000000000000009E-001                  2.6605031474230906E-005                  2.4997339496852578E-001                  3.4416073257059880E-003                  1.0081585205319675E-003                  9.3604492797742141E-003                  2.0994604783340924E-003                  4.0058985186674701E-005                  0.0000000000000000E+000                  2.9243059186272726E-006                  1.0657705617172361E-010                  1.0013680526107025E-006                  1.3786729687880799E-008                  4.0385807239810232E-009                  3.7497009903909728E-008                  8.4102256201594831E-009                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  4.0058962210720852E-005                  3.0301234182545128E-002                  4.0058856963554537E-005                  3.0244198647116513E-002                  8.3671234367223879E+003                  7.5931744305474817E+011                  2.4513516272753456E+017                  2.6447670791542871E-025                  2.6447670791542871E-025                  0.0000000000000000E+000                  1.0584809477739545E-026                  5.0000000000000000E+001                  1.0000000000000000E+003                  1.2531456831258918E+017 

                                       1                                        2                                        3                                        4                                        5                                        6                                        7                                        8                                        9                                       10                                       11                                       12                                       13                                       14                                       15                                       16                                       17                                       18                                       19                                       20                                       21                                       22                                       23                                       24                                       25                                       26                                       27                                       28                                       29                                       30                                       31                                       32                                       33                                       34                                       35 
                                    zone                                     mass                                     logR                                     logT                                   logRho                                     logP                        x_mass_fraction_H                       y_mass_fraction_He                   z_mass_fraction_metals                                radius_cm                               mass_grams                              temperature                                   energy                                  density                                  entropy                                     logS                                 pressure                                       mu                                    grada                                       cv                                       cp                                   gamma1                                  opacity                               luminosity                                     logL                                    gradT                             d_gradT_dlnR                             actual_gradT                                    gradr                                    gradL                               sch_stable                            ledoux_stable                                      tau                               extra_heat                     log_irradiation_heat 
                                       1                  4.0058985186674701E-005                 -1.5177382826273282E+000                  1.5738221754654371E+000                 -4.2846853916059020E+000                  4.8411467069111893E+000                  7.3000000000000009E-001                  2.4999999999999997E-001                  1.9999999999999907E-002                  2.1128004323855326E+009                  7.9685333333333305E+028                  3.7481949868259072E+001                  2.0041183179517269E+009                  5.1917600037236421E-005                  5.0789441225496592E+000                  8.6256081345648461E+000                  6.9366008839139438E+004                  6.0287236325717464E-001                  3.9999999999991392E-001                  5.3468891693111792E+007                  8.9114819488519639E+007                  1.6666666666665471E+000                  1.1450597808063288E-002                  1.6341590794626182E-012                 -1.1786705668752202E+001                  1.2500003812334456E-001                  0.0000000000000000E+000                  0.0000000000000000E+000                  1.2500003812334456E-001                  3.9999999999991392E-001                  1.0000000000000000E+000                  1.0000000000000000E+000                  6.6666666666666663E-001                  0.0000000000000000E+000                 -9.8999999999999986E+001 
                                       2                  4.0058985186672702E-005                 -1.5177382829085400E+000                  1.5738222634231918E+000                 -4.2846847759023881E+000                  4.8411474105724581E+000                  7.2999999999999998E-001                  2.5000000000000006E-001                  2.0000000000000018E-002                  2.1128004310174646E+009                  7.9685333333329329E+028                  3.7481957459487198E+001                  2.0041187238462780E+009                  5.1917673641375467E-005                  5.0789436449906420E+000                  8.6256080937293387E+000                  6.9366121228809003E+004                  6.0287236325717464E-001                  3.9999999999991392E-001                  5.3468891693111800E+007                  8.9114819488519654E+007                  1.6666666666665471E+000                  1.1450607113028579E-002                  1.6341590794626172E-012                 -1.1786705668752202E+001                  1.2500011448753995E-001                  0.0000000000000000E+000                  1.2500011472783923E-001                  1.2500011448753995E-001                  3.9999999999991392E-001                  1.0000000000000000E+000                  1.0000000000000000E+000                  6.6666747996473508E-001                  0.0000000000000000E+000                 -9.8999999999999986E+001 
                                       3                  4.0058985186669374E-005                 -1.5177382833742932E+000                  1.5738223731116892E+000                 -4.2846840080854847E+000                  4.8411482880778589E+000                  7.2999999999999998E-001                  2.5000000000000006E-001                  2.0000000000000018E-002                  2.1128004287516205E+009                  7.9685333333322715E+028                  3.7481966926197664E+001                  2.0041192300207918E+009                  5.1917765430021894E-005                  5.0789430494480490E+000                  8.6256080428051902E+000                  6.9366261385338876E+004                  6.0287236325717464E-001                  3.9999999999991381E-001                  5.3468891693111815E+007                  8.9114819488519683E+007                  1.6666666666665471E+000                  1.1450618716836020E-002                  1.6341590794626156E-012                 -1.1786705668752202E+001                  1.2500036744367654E-001                  0.0000000000000000E+000                  1.2500036738995898E-001                  1.2500036744367654E-001                  3.9999999999991387E-001                  1.0000000000000000E+000                  1.0000000000000000E+000                  6.6666882699075780E-001                  0.0000000000000000E+000                 -9.8999999999999986E+001 
                                       4                  4.0058985186666061E-005                 -1.5177382838400464E+000                  1.5738225552359730E+000                 -4.2846827332235806E+000                  4.8411497450640466E+000                  7.3000000000000009E-001                  2.4999999999999997E-001                  1.9999999999999907E-002                  2.1128004264857767E+009                  7.9685333333316118E+028                  3.7481982644513451E+001                  2.0041200704617209E+009                  5.1917917833704606E-005                  5.0789420606264173E+000                  8.6256079582522016E+000                  6.9366494098068317E+004                  6.0287236325717464E-001                  3.9999999999991381E-001                  5.3468891693111800E+007                  8.9114819488519654E+007                  1.6666666666665471E+000                  1.1450637983459617E-002                  1.6341590794626140E-012                 -1.1786705668752202E+001                  1.2500062039926571E-001                  0.0000000000000000E+000                  1.2500062042714563E-001                  1.2500062039926571E-001                  3.9999999999991387E-001                  1.0000000000000000E+000                  1.0000000000000000E+000                  6.6667017401814854E-001                  0.0000000000000000E+000                 -9.8999999999999986E+001 
                                       5                  4.0058985186658363E-005                 -1.5177382849209449E+000                  1.5738228097960771E+000                 -4.2846809513225219E+000                  4.8411517815252090E+000                  7.3000000000000009E-001                  2.4999999999999997E-001                  1.9999999999999907E-002                  2.1128004212273107E+009                  7.9685333333300812E+028                  3.7482004614445366E+001                  2.0041212451696284E+009                  5.1918130852258621E-005                  5.0789406785316054E+000                  8.6256078400708507E+000                  6.9366819367000542E+004                  6.0287236325717464E-001                  3.9999999999991376E-001                  5.3468891693111800E+007                  8.9114819488519654E+007                  1.6666666666665466E+000                  1.1450664912781667E-002                  1.6341590794626098E-012                 -1.1786705668752203E+001                  1.2500120744518689E-001                  0.0000000000000000E+000                  1.2500120736502102E-001                  1.2500120744518689E-001                  3.9999999999991376E-001                  1.0000000000000000E+000                  1.0000000000000000E+000                  6.6667330014359050E-001                  0.0000000000000000E+000                 -9.8999999999999986E+001 
                                       6                  4.0058985186650658E-005                 -1.5177382860018402E+000                  1.5738231595574890E+000                 -4.2846785030349563E+000                  4.8411545795741873E+000                  7.3000000000000009E-001                  2.5000000000000000E-001                  1.9999999999999907E-002                  2.1128004159688599E+009                  7.9685333333285490E+028                  3.7482034800792832E+001                  2.0041228592001705E+009                  5.1918423535858721E-005                  5.0789387795710530E+000                  8.6256076776928481E+000                  6.9367266281228905E+004                  6.0287236325717464E-001                  3.9999999999991376E-001                  5.3468891693111792E+007                  8.9114819488519639E+007                  1.6666666666665471E+000                  1.1450701912929927E-002                  1.6341590794626057E-012                 -1.1786705668752205E+001                  1.2500179448833412E-001                  0.0000000000000000E+000                  1.2500179458181082E-001                  1.2500179448833412E-001                  3.9999999999991376E-001                  1.0000000000000000E+000                  1.0000000000000000E+000                  6.6667642627640000E-001                  0.0000000000000000E+000                 -9.8999999999999986E+001 
                                       7                  4.0058985186637201E-005                 -1.5177382878911969E+000                  1.5738236045202934E+000                 -4.2846753883756472E+000                  4.8411581391963008E+000                  7.3000000000000009E-001                  2.5000000000000000E-001                  1.9999999999999907E-002                  2.1128004067773235E+009                  7.9685333333258714E+028                  3.7482073203583013E+001                  2.0041249125548005E+009                  5.1918795884087374E-005                  5.0789363637594871E+000                  8.6256074711194035E+000                  6.9367834840759941E+004                  6.0287236325717464E-001                  3.9999999999991381E-001                  5.3468891693111785E+007                  8.9114819488519639E+007                  1.6666666666665471E+000                  1.1450748983606989E-002                  1.6341590794625987E-012                 -1.1786705668752207E+001                  1.2500282061410214E-001                  0.0000000000000000E+000                  1.2500282058638129E-001                  1.2500282061410214E-001                  3.9999999999991376E-001                  1.0000000000000000E+000                  1.0000000000000000E+000                  6.6668189067258232E-001                  0.0000000000000000E+000                 -9.8999999999999986E+001 
                                       8                  4.0058985186623750E-005                 -1.5177382897805427E+000                  1.5738242874862920E+000                 -4.2846706077922709E+000                  4.8411636027456746E+000                  7.3000000000000009E-001                  2.4999999999999989E-001                  2.0000000000000018E-002                  2.1128003975858397E+009                  7.9685333333231957E+028                  3.7482132147462671E+001                  2.0041280642187233E+009                  5.1919367393763316E-005                  5.0789326558251702E+000                  8.6256071540577413E+000                  6.9368707513543850E+004                  6.0287236325717464E-001                  3.9999999999991387E-001                  5.3468891693111800E+007                  8.9114819488519654E+007                  1.6666666666665468E+000                  1.1450821230526455E-002                  1.6341590794625916E-012                 -1.1786705668752209E+001                  1.2500384673106232E-001                  0.0000000000000000E+000                  1.2500384672434947E-001                  1.2500384673106232E-001                  3.9999999999991387E-001                  1.0000000000000000E+000                  1.0000000000000000E+000                  6.6668735509127486E-001                  0.0000000000000000E+000                 -9.8999999999999986E+001 
                                       9                  4.0058985186595893E-005                 -1.5177382936910033E+000                  1.5738252084559019E+000                 -4.2846641613568988E+000                  4.8411709701506576E+000                  7.3000000000000009E-001                  2.4999999999999989E-001                  2.0000000000000018E-002                  2.1128003785618298E+009                  7.9685333333176541E+028                  3.7482211632564749E+001                  2.0041323141990356E+009                  5.1920138062847163E-005                  5.0789276558398591E+000                  8.6256067265137588E+000                  6.9369884299613128E+004                  6.0287236325717464E-001                  3.9999999999991387E-001                  5.3468891693111800E+007                  8.9114819488519654E+007                  1.6666666666665466E+000                  1.1450918652235706E-002                  1.6341590794625768E-012                 -1.1786705668752212E+001                  1.2500597052801773E-001                  0.0000000000000000E+000                  1.2500597051269008E-001                  1.2500597052801773E-001                  3.9999999999991387E-001                  1.0000000000000000E+000                  1.0000000000000000E+000                  6.6669866523868382E-001                  0.0000000000000000E+000                 -9.8999999999999986E+001 
