                                       1                                        2                                        3                                        4                                        5                                        6                                        7                                        8                                        9                                       10                                       11                                       12                                       13                                       14                                       15                                       16                                       17                                       18                                       19                                       20                                       21                                       22                                       23                                       24                                       25                                       26                                       27                                       28                                       29                                       30                                       31                                       32                                       33                                       34                                       35                                       36                                       37                                       38                                       39                                       40                                       41                                       42                                       43                                       44                                       45                                       46                                       47                                       48                                       49 
                            model_number                                num_zones                             initial_mass                                initial_z                                 star_age                                time_step                                 M_center                                 R_center                                 L_center                                     Teff                            photosphere_L                            photosphere_r                               center_eta                                center_h1                               center_he3                               center_he4                               center_c12                               center_n14                               center_o16                              center_ne20                                star_mass                                star_mdot                             star_mass_h1                            star_mass_he3                            star_mass_he4                            star_mass_c12                            star_mass_n14                            star_mass_o16                           star_mass_ne20                             he_core_mass                              c_core_mass                              o_core_mass                             si_core_mass                             fe_core_mass                   neutron_rich_core_mass                               tau10_mass                             tau10_radius                              tau100_mass                            tau100_radius                             dynamic_time                             kh_timescale                            nuc_timescale                           power_nuc_burn                             power_h_burn                            power_he_burn                                power_neu                                burn_min1                                burn_min2                             time_seconds 
                                     600                                      790                  1.0000000000000000E+000                  2.0000000000000000E-002                  1.6726883606097435E+006                  5.8854951685967535E+004                  2.9881999999999963E+028                  9.8369710744646013E+008                  1.4940999999999999E+021                  1.7255284499396498E+002                  2.1272210034464194E-009                  5.1679808330405905E-002                 -2.0000155692881467E+001                  7.3000000000000020E-001                  2.6605031474230906E-005                  2.4997339496852569E-001                  3.4416073257059871E-003                  1.0081585205319681E-003                  9.3604492797742158E-003                  2.0994604783340929E-003                  1.6691243827781099E-005                  0.0000000000000000E+000                  1.2184607994280145E-006                  4.4407106738217598E-011                  4.1723668858778702E-007                  5.7444707032835964E-009                  1.6827419683254026E-009                  1.5623754126628854E-008                  3.5042606750664092E-009                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  1.6691110998834598E-005                  5.0643067911341551E-002                  1.6690676241918634E-005                  4.9380426688826272E-002                  2.8791915709782861E+004                  5.9487187328302547E+007                  7.8465019858015516E+013                  3.1088584328082750E-026                  3.1088584328082738E-026                  0.0000000000000000E+000                  1.2439366820970574E-027                  5.0000000000000000E+001                  1.0000000000000000E+003                  5.2786950160613367E+013 

                                       1                                        2                                        3                                        4                                        5                                        6                                        7                                        8                                        9                                       10                                       11                                       12                                       13                                       14                                       15                                       16                                       17                                       18                                       19                                       20                                       21                                       22                                       23                                       24                                       25                                       26                                       27                                       28                                       29                                       30                                       31                                       32                                       33                                       34                                       35 
                                    zone                                     mass                                     logR                                     logT                                   logRho                                     logP                        x_mass_fraction_H                       y_mass_fraction_He                   z_mass_fraction_metals                                radius_cm                               mass_grams                              temperature                                   energy                                  density                                  entropy                                     logS                                 pressure                                       mu                                    grada                                       cv                                       cp                                   gamma1                                  opacity                               luminosity                                     logL                                    gradT                             d_gradT_dlnR                             actual_gradT                                    gradr                                    gradL                               sch_stable                            ledoux_stable                                      tau                               extra_heat                     log_irradiation_heat 
                                       1                  1.6691243827781099E-005                 -1.2866791057173341E+000                  2.2369221248969589E+000                 -4.9630575124829353E+000                  4.8268691409471574E+000                  7.3000000000000009E-001                  2.4999999999999997E-001                  1.9999999999999907E-002                  3.5968113001795902E+009                  3.3202222222222162E+028                  1.7255284527499995E+002                  1.4184140989629744E+010                  1.0887858987156503E-005                  7.6222893056261887E+000                  8.8019201282136326E+000                  6.7122657241900844E+004                  2.5400000000000000E+000                  3.2124220585584845E-001                  7.5454565662603199E+007                  1.1117373538914520E+008                  1.4728255547116007E+000                  1.7012802953336446E-003                  2.1272210034464194E-009                 -8.6721873875814115E+000                  1.2500000081642892E-001                  0.0000000000000000E+000                  0.0000000000000000E+000                  1.2500000081642892E-001                  3.2124220585584845E-001                  1.0000000000000000E+000                  1.0000000000000000E+000                  6.6666666666666663E-001                  0.0000000000000000E+000                 -9.8999999999999986E+001 
                                       2                  1.6691243827780266E-005                 -1.2866791058305771E+000                  2.2369221280799545E+000                 -4.9630574902021118E+000                  4.8268691664111163E+000                  7.3000000000000009E-001                  2.4999999999999997E-001                  1.9999999999999907E-002                  3.5968112992417169E+009                  3.3202222222220504E+028                  1.7255284653966007E+002                  1.4184141085471258E+010                  1.0887859545741714E-005                  7.6222892902548480E+000                  8.8019201273378211E+000                  6.7122661177499118E+004                  2.5400000000000000E+000                  3.2124220567305023E-001                  7.5454565730836555E+007                  1.1117373545753783E+008                  1.4728255542227671E+000                  1.7012803851108530E-003                  2.1272210034463834E-009                 -8.6721873875814186E+000                  1.2500000309662310E-001                  0.0000000000000000E+000                  1.2500001958553916E-001                  1.2500000309662310E-001                  3.2124220581522667E-001                  1.0000000000000000E+000                  1.0000000000000000E+000                  6.6666668403938811E-001                  0.0000000000000000E+000                 -9.8999999999999986E+001 
                                       3                  1.6691243827777342E-005                 -1.2866791062269312E+000                  2.2369221336501957E+000                 -4.9630574512106742E+000                  4.8268692109730411E+000                  7.3000000000000009E-001                  2.5000000000000000E-001                  1.9999999999999907E-002                  3.5968112959591269E+009                  3.3202222222214690E+028                  1.7255284875281504E+002                  1.4184141253194111E+010                  1.0887860523265782E-005                  7.6222892633550092E+000                  8.8019201258051503E+000                  6.7122668064796235E+004                  2.5400000000000000E+000                  3.2124220535315362E-001                  7.5454565850244865E+007                  1.1117373557722490E+008                  1.4728255533673082E+000                  1.7012805422209605E-003                  2.1272210034462581E-009                 -8.6721873875814435E+000                  1.2500001905796862E-001                  0.0000000000000000E+000                  1.2500001421008700E-001                  1.2500001905796862E-001                  3.2124220553087396E-001                  1.0000000000000000E+000                  1.0000000000000000E+000                  6.6666674484391653E-001                  0.0000000000000000E+000                 -9.8999999999999986E+001 
                                       4                  1.6691243827773693E-005                 -1.2866791067223762E+000                  2.2369221398393528E+000                 -4.9630574078868586E+000                  4.8268692604862862E+000                  7.3000000000000009E-001                  2.5000000000000000E-001                  1.9999999999999907E-002                  3.5968112918558674E+009                  3.3202222222207429E+028                  1.7255285121187634E+002                  1.4184141439552856E+010                  1.0887861609403654E-005                  7.6222892334663452E+000                  8.8019201241021872E+000                  6.7122675717348655E+004                  2.5400000000000000E+000                  3.2124220499771289E-001                  7.5454565982920766E+007                  1.1117373571021056E+008                  1.4728255524167981E+000                  1.7012807167877436E-003                  2.1272210034461014E-009                 -8.6721873875814754E+000                  1.2500003900965062E-001                  0.0000000000000000E+000                  1.2500003712846547E-001                  1.2500003900965062E-001                  3.2124220517543323E-001                  1.0000000000000000E+000                  1.0000000000000000E+000                  6.6666682084958417E-001                  0.0000000000000000E+000                 -9.8999999999999986E+001 
                                       5                  1.6691243827770044E-005                 -1.2866791072178185E+000                  2.2369221476586905E+000                 -4.9630573531518687E+000                  4.8268693230409569E+000                  7.3000000000000020E-001                  2.4999999999999992E-001                  1.9999999999999907E-002                  3.5968112877526336E+009                  3.3202222222200167E+028                  1.7255285431863700E+002                  1.4184141674997128E+010                  1.0887862981622414E-005                  7.6222891957051457E+000                  8.8019201219506709E+000                  6.7122685385528661E+004                  2.5399999999999987E+000                  3.2124220454865154E-001                  7.5454566150542587E+007                  1.1117373587822370E+008                  1.4728255512159294E+000                  1.7012809373341551E-003                  2.1272210034459450E-009                 -8.6721873875815074E+000                  1.2500005896133176E-001                  0.0000000000000000E+000                  1.2500005715884668E-001                  1.2500005896133176E-001                  3.2124220481999249E-001                  1.0000000000000000E+000                  1.0000000000000000E+000                  6.6666689685525982E-001                  0.0000000000000000E+000                 -9.8999999999999986E+001 
                                       6                  1.6691243827764467E-005                 -1.2866791079742508E+000                  2.2369221571082094E+000                 -4.9630572870057099E+000                  4.8268693986370517E+000                  7.3000000000000020E-001                  2.4999999999999992E-001                  1.9999999999999907E-002                  3.5968112814878879E+009                  3.3202222222189076E+028                  1.7255285807309750E+002                  1.4184141959526979E+010                  1.0887864639922017E-005                  7.6222891500715484E+000                  8.8019201193506102E+000                  6.7122697069336529E+004                  2.5399999999999987E+000                  3.2124220400596976E-001                  7.5454566353110299E+007                  1.1117373608126435E+008                  1.4728255497647027E+000                  1.7012812038602030E-003                  2.1272210034457064E-009                 -8.6721873875815572E+000                  1.2500008942327259E-001                  0.0000000000000000E+000                  1.2500009427791686E-001                  1.2500008942327259E-001                  3.2124220427731065E-001                  1.0000000000000000E+000                  1.0000000000000000E+000                  6.6666701289965491E-001                  0.0000000000000000E+000                 -9.8999999999999986E+001 
                                       7                  1.6691243827758893E-005                 -1.2866791087306846E+000                  2.2369221712824880E+000                 -4.9630571877864957E+000                  4.8268695120311680E+000                  7.3000000000000020E-001                  2.4999999999999992E-001                  1.9999999999999907E-002                  3.5968112752231297E+009                  3.3202222222177988E+028                  1.7255286370478839E+002                  1.4184142386321869E+010                  1.0887867127371296E-005                  7.6222890816212052E+000                  8.8019201154505211E+000                  6.7122714595048339E+004                  2.5399999999999987E+000                  3.2124220319194746E-001                  7.5454566656961918E+007                  1.1117373638582534E+008                  1.4728255475878613E+000                  1.7012816036492476E-003                  2.1272210034454673E-009                 -8.6721873875816051E+000                  1.2500011988521245E-001                  0.0000000000000000E+000                  1.2500011673419120E-001                  1.2500011988521245E-001                  3.2124220373462903E-001                  1.0000000000000000E+000                  1.0000000000000000E+000                  6.6666712894406854E-001                  0.0000000000000000E+000                 -9.8999999999999986E+001 
                                       8                  1.6691243827747743E-005                 -1.2866791102435540E+000                  2.2369221997968305E+000                 -4.9630569881876978E+000                  4.8268697401455620E+000                  7.3000000000000020E-001                  2.4999999999999992E-001                  1.9999999999999907E-002                  3.5968112626936002E+009                  3.3202222222155809E+028                  1.7255287503404048E+002                  1.4184143244903538E+010                  1.0887872131362324E-005                  7.6222889439199362E+000                  8.8019201076047278E+000                  6.7122749851451576E+004                  2.5399999999999987E+000                  3.2124220155438238E-001                  7.5454567268219084E+007                  1.1117373699850956E+008                  1.4728255432087145E+000                  1.7012824079031528E-003                  2.1272210034449900E-009                 -8.6721873875817028E+000                  1.2500018080908906E-001                  0.0000000000000000E+000                  1.2500018124073220E-001                  1.2500018080908906E-001                  3.2124220264926595E-001                  1.0000000000000000E+000                  1.0000000000000000E+000                  6.6666736103295166E-001                  0.0000000000000000E+000                 -9.8999999999999986E+001 
                                       9                  1.6691243827725249E-005                 -1.2866791132958355E+000                  2.2369222379264877E+000                 -4.9630567212825243E+000                  4.8268700451820727E+000                  7.3000000000000020E-001                  2.4999999999999992E-001                  1.9999999999999907E-002                  3.5968112374147143E+009                  3.3202222222111063E+028                  1.7255289018362788E+002                  1.4184144393007515E+010                  1.0887878822744363E-005                  7.6222887597847588E+000                  8.8019200971132729E+000                  6.7122796996643287E+004                  2.5399999999999987E+000                  3.2124219936461612E-001                  7.5454568085598201E+007                  1.1117373781779698E+008                  1.4728255373528680E+000                  1.7012834833587465E-003                  2.1272210034440268E-009                 -8.6721873875819000E+000                  1.2500030372566825E-001                  0.0000000000000000E+000                  1.2500030497908102E-001                  1.2500030372566825E-001                  3.2124220045949925E-001                  1.0000000000000000E+000                  1.0000000000000000E+000                  6.6666782928267887E-001                  0.0000000000000000E+000                 -9.8999999999999986E+001 
                                      10                  1.6691243827702756E-005                 -1.2866791163481142E+000                  2.2369222959498947E+000                 -4.9630563151228850E+000                  4.8268705093676711E+000                  7.3000000000000032E-001                  2.4999999999999981E-001                  1.9999999999999907E-002                  3.5968112121358538E+009                  3.3202222222066317E+028                  1.7255291323735676E+002                  1.4184146140122864E+010                  1.0887889005279913E-005                  7.6222884795795478E+000                  8.8019200811480456E+000                  6.7122868739328536E+004                  2.5399999999999991E+000                  3.2124219603236587E-001                  7.5454569329436421E+007                  1.1117373906453916E+008                  1.4728255284417775E+000                  1.7012851199212167E-003                  2.1272210034430635E-009                 -8.6721873875820954E+000                  1.2500042664222877E-001                  0.0000000000000000E+000                  1.2500042635794956E-001                  1.2500042664222877E-001                  3.2124219826973388E-001                  1.0000000000000000E+000                  1.0000000000000000E+000                  6.6666829753270873E-001                  0.0000000000000000E+000                 -9.8999999999999986E+001 
                                      11                  1.6691243827656789E-005                 -1.2866791225853780E+000                  2.2369223738670918E+000                 -4.9630557697093129E+000                  4.8268711327018714E+000                  7.3000000000000032E-001                  2.4999999999999981E-001                  1.9999999999999907E-002                  3.5968111604790602E+009                  3.3202222221974882E+028                  1.7255294419524625E+002                  1.4184148486251120E+010                  1.0887902678965424E-005                  7.6222881033048875E+000                  8.8019200597090759E+000                  6.7122965079511196E+004                  2.5399999999999991E+000                  3.2124219155763395E-001                  7.5454570999734819E+007                  1.1117374073873714E+008                  1.4728255164754145E+000                  1.7012873175900204E-003                  2.1272210034410953E-009                 -8.6721873875824986E+000                  1.2500067781949423E-001                  0.0000000000000000E+000                  1.2500067735798237E-001                  1.2500067781949423E-001                  3.2124219379499991E-001                  1.0000000000000000E+000                  1.0000000000000000E+000                  6.6666925439240621E-001                  0.0000000000000000E+000                 -9.8999999999999986E+001 
                                      12                  1.6691243827610822E-005                 -1.2866791288226340E+000                  2.2369224907429563E+000                 -4.9630549515906441E+000                  4.8268720677015473E+000                  7.3000000000000020E-001                  2.4999999999999992E-001                  1.9999999999999907E-002                  3.5968111088223310E+009                  3.3202222221883447E+028                  1.7255299063211831E+002                  1.4184152005446346E+010                  1.0887923189483533E-005                  7.6222875388947031E+000                  8.8019200275507217E+000                  6.7123109589793472E+004                  2.5399999999999987E+000                  3.2124218484554717E-001                  7.5454573505184323E+007                  1.1117374325003618E+008                  1.4728254985257876E+000                  1.7012906140915474E-003                  2.1272210034391274E-009                 -8.6721873875829001E+000                  1.2500092899668139E-001                  0.0000000000000000E+000                  1.2500092896633791E-001                  1.2500092899668139E-001                  3.2124218932027171E-001                  1.0000000000000000E+000                  1.0000000000000000E+000                  6.6667021125336723E-001                  0.0000000000000000E+000                 -9.8999999999999986E+001 
                                      13                  1.6691243827518892E-005                 -1.2866791412971232E+000                  2.2369227244949714E+000                 -4.9630533153594198E+000                  4.8268739376950762E+000                  7.3000000000000020E-001                  2.4999999999999992E-001                  1.9999999999999907E-002                  3.5968110055090666E+009                  3.3202222221700576E+028                  1.7255308350601319E+002                  1.4184159043848894E+010                  1.0887964210482405E-005                  7.6222864100812577E+000                  8.8019199632344023E+000                  6.7123398610391276E+004                  2.5399999999999987E+000                  3.2124217142141182E-001                  7.5454578516091302E+007                  1.1117374827264252E+008                  1.4728254626262289E+000                  1.7012972070884912E-003                  2.1272210034351908E-009                 -8.6721873875837030E+000                  1.2500143135080008E-001                  0.0000000000000000E+000                  1.2500143148917073E-001                  1.2500143135080008E-001                  3.2124218037083541E-001                  1.0000000000000000E+000                  1.0000000000000000E+000                  6.6667212497907979E-001                  0.0000000000000000E+000                 -9.8999999999999986E+001 
                                      14                  1.6691243827335028E-005                 -1.2866791662460106E+000                  2.2369231897897142E+000                 -4.9630500583938488E+000                  4.8268776599758692E+000                  7.3000000000000020E-001                  2.4999999999999992E-001                  1.9999999999999907E-002                  3.5968107988833003E+009                  3.3202222221334834E+028                  1.7255326837616232E+002                  1.4184173054143700E+010                  1.0888045864426951E-005                  7.6222841631560980E+000                  8.8019198352114838E+000                  6.7123973918663760E+004                  2.5399999999999987E+000                  3.2124214470023432E-001                  7.5454588490552202E+007                  1.1117375827039285E+008                  1.4728253911653792E+000                  1.7013103307131100E-003                  2.1272210034273173E-009                 -8.6721873875853106E+000                  1.2500243605805147E-001                  0.0000000000000000E+000                  1.2500243606586073E-001                  1.2500243605805147E-001                  3.2124216247203885E-001                  1.0000000000000000E+000                  1.0000000000000000E+000                  6.6667595244566735E-001                  0.0000000000000000E+000                 -9.8999999999999986E+001 
                                      15                  1.6691243826969906E-005                 -1.2866792157895470E+000                  2.2369240297558686E+000                 -4.9630441789179125E+000                  4.8268843794549312E+000                  7.3000000000000020E-001                  2.4999999999999986E-001                  1.9999999999999907E-002                  3.5968103885655923E+009                  3.3202222220608532E+028                  1.7255360211064774E+002                  1.4184198346055475E+010                  1.0888193267720443E-005                  7.6222801070420347E+000                  8.8019196041064269E+000                  6.7125012480389531E+004                  2.5399999999999987E+000                  3.2124209646296642E-001                  7.5454606496818379E+007                  1.1117377631870610E+008                  1.4728252621583040E+000                  1.7013340217357218E-003                  2.1272210034116824E-009                 -8.6721873875885027E+000                  1.2500443121764324E-001                  0.0000000000000000E+000                  1.2500443121016289E-001                  1.2500443121764324E-001                  3.2124212692860932E-001                  1.0000000000000000E+000                  1.0000000000000000E+000                  6.6668355314847050E-001                  0.0000000000000000E+000                 -9.8999999999999986E+001 
                                      16                  1.6691243826343983E-005                 -1.2866793007202153E+000                  2.2369253560295550E+000                 -4.9630348957495682E+000                  4.8268949889553436E+000                  7.3000000000000009E-001                  2.4999999999999997E-001                  1.9999999999999907E-002                  3.5968096851730952E+009                  3.3202222219363449E+028                  1.7255412906565400E+002                  1.4184238281106949E+010                  1.0888426008442618E-005                  7.6222737028958170E+000                  8.8019192392173782E+000                  6.7126652315976040E+004                  2.5400000000000000E+000                  3.2124202030010457E-001                  7.5454634928073078E+007                  1.1117380481636257E+008                  1.4728250584520657E+000                  1.7013714284010062E-003                  2.1272210033848797E-009                 -8.6721873875939757E+000                  1.2500785148007895E-001                  0.0000000000000000E+000                  1.2500785145878276E-001                  1.2500785148007895E-001                  3.2124206599782168E-001                  1.0000000000000000E+000                  1.0000000000000000E+000                  6.6669658311018076E-001                  0.0000000000000000E+000                 -9.8999999999999986E+001 
